game_id,total_rounds,player_id,player_name,strategy,won_game,final_score,rounds_played,rounds_won,flip_7_count,bust_count,cards_drawn,avg_round_score,winning_strategy
e091956b-93a7-4452-ba22-0b7371758330,8,4c248ef5-9d81-4ee3-9560-75fe46908e9e,Player_2_Threshold_25,Threshold_25,1,210,8,3,0,0,26,26.25,Threshold_25
de50b1ab-ae3d-4a7e-9c0f-38d7d534d406,11,ef277171-3a8d-45e8-b32c-36efc0158051,Player_1_Random_50,Random_50,0,50,11,2,0,1,13,4.55,Threshold_21
de50b1ab-ae3d-4a7e-9c0f-38d7d534d406,11,3c67035f-f6df-4afe-9b06-d06f40db9b31,Player_2_Threshold_21,Threshold_21,1,202,11,9,0,2,30,18.36,Threshold_21
74e9b464-dba1-404b-ac26-6d23dd4b62fc,9,6892d05f-4430-4f72-b8f3-68b4336418eb,Player_1_Threshold_30,Threshold_30,0,116,9,3,0,4,34,12.89,Threshold_25
74e9b464-dba1-404b-ac26-6d23dd4b62fc,9,b39586c7-352c-4813-9900-1fcab0805d4a,Player_2_Threshold_25,Threshold_25,1,222,9,4,0,3,36,24.67,Threshold_25
d0dae50a-5867-40ea-8d8f-84c6f0fcb017,11,e31dbf0b-caef-45be-be7d-321c4aa9d83d,Player_1_Threshold_30,Threshold_30,1,208,11,6,1,5,50,18.91,Threshold_30
d0dae50a-5867-40ea-8d8f-84c6f0fcb017,11,88b651e4-dd85-438f-8937-38144a0ab6dc,Player_2_Threshold_25,Threshold_25,0,153,11,3,0,4,31,13.91,Threshold_30
10236190-8247-41e4-9563-14a2be6cfc38,8,74e16bc3-9b58-46de-8f31-b2ae5e5305e8,Player_1_Threshold_25,Threshold_25,1,218,8,5,0,1,26,27.25,Threshold_25
10236190-8247-41e4-9563-14a2be6cfc38,8,33fbb1da-33da-4212-8ace-1b851dc05bef,Player_2_Threshold_30,Threshold_30,0,65,8,2,0,6,34,8.12,Threshold_25
0e42a249-c1e6-46c8-930b-4bf5ed9cbe05,7,9e544138-a387-4152-b923-9b0fbdbffdde,Player_1_Random_50,Random_50,0,43,7,0,0,1,9,6.14,Threshold_25
0e42a249-c1e6-46c8-930b-4bf5ed9cbe05,7,64acdba3-4d72-4b23-9821-201703923753,Player_2_Threshold_25,Threshold_25,1,225,7,7,0,0,28,32.14,Threshold_25
dfc060be-f652-49c4-8625-639cc6b8661e,10,428704db-c3e0-47b6-b20f-e70f182535b6,Player_1_Random_50,Random_50,0,59,10,3,0,0,7,5.9,Threshold_25
dfc060be-f652-49c4-8625-639cc6b8661e,10,ac74b22b-9237-4c67-bd88-60859550e667,Player_2_Threshold_25,Threshold_25,1,209,10,7,0,3,39,20.9,Threshold_25
2e8607d3-1e0a-4d08-91cd-3fb87da918b6,11,3ba863b7-edfa-455e-ab74-7f562365c074,Player_1_Threshold_25,Threshold_25,1,214,11,5,0,2,34,19.45,Threshold_25
2e8607d3-1e0a-4d08-91cd-3fb87da918b6,11,34f5d0df-03e5-4abd-9c07-ccddfd008f42,Player_2_Threshold_30,Threshold_30,0,173,11,5,0,6,52,15.73,Threshold_25
90073348-5180-46f4-a09d-38d375909f4e,12,c260d00a-ba3b-409d-adbb-7c6568a5049f,Player_1_Threshold_25,Threshold_25,1,232,12,7,0,4,51,19.33,Threshold_25
90073348-5180-46f4-a09d-38d375909f4e,12,f4c63c37-4e01-4be1-8836-b14f7684b98f,Player_2_Random_50,Random_50,0,56,12,5,0,1,12,4.67,Threshold_25
